table,column,n_missing,pct_missing
triage,cand_log_onset,30,0.2158273381294964
triage,cand_onset_x_hr,30,0.2158273381294964
triage,cand_onset_x_news,30,0.2158273381294964
triage,note_onset_minutes,30,0.2158273381294964
triage,arrival_day_of_festival,0,0.0
triage,arrival_dow,0,0.0
triage,cand_acidosis,0,0.0
triage,cand_alkalosis,0,0.0
triage,cand_cns_depression_score,0,0.0
triage,cand_glucose_extreme,0,0.0
triage,cand_high_anion_gap,0,0.0
triage,cand_hr_temp_product,0,0.0
triage,cand_is_fast_onset,0,0.0
triage,cand_is_slow_onset,0,0.0
triage,cand_k_extreme,0,0.0
triage,cand_map,0,0.0
triage,cand_mod_shock_index,0,0.0
triage,cand_na_extreme,0,0.0
triage,cand_news_gcs,0,0.0
triage,cand_news_high_risk,0,0.0
triage,cand_news_hr,0,0.0
triage,cand_news_rr,0,0.0
triage,cand_news_sbp,0,0.0
triage,cand_news_spo2,0,0.0
triage,cand_news_temp,0,0.0
triage,cand_news_total,0,0.0
triage,cand_pmh_count,0,0.0
triage,cand_poc_abn_count,0,0.0
triage,cand_pulse_pressure,0,0.0
triage,cand_rate_pressure_product,0,0.0
triage,cand_shock_index,0,0.0
triage,cand_shock_index_age,0,0.0
triage,cand_sympathetic_score,0,0.0
triage,encounter_arrival_date,0,0.0
triage,encounter_id,0,0.0
triage,festival_note_keyword_hit,0,0.0
triage,is_festival_patient,0,0.0
triage,note_arousal_density,0,0.0
triage,note_char_len,0,0.0
triage,note_has_onset_phrase,0,0.0
triage,note_is_festival_template,0,0.0
triage,note_location_campground,0,0.0
triage,note_location_main_stage,0,0.0
triage,note_location_medical_tent,0,0.0
triage,note_location_none,0,0.0
triage,note_location_other,0,0.0
triage,note_location_shopping_area,0,0.0
triage,note_onset_bucket_fast,0,0.0
triage,note_onset_bucket_medium,0,0.0
triage,note_onset_bucket_slow,0,0.0
triage,note_onset_bucket_unknown,0,0.0
triage,note_perceptual_density,0,0.0
triage,note_word_count,0,0.0
triage,triage_ag_above_20,0,0.0
triage,triage_ag_below_12,0,0.0
triage,triage_age,0,0.0
triage,triage_brief_note,0,0.0
triage,triage_chief_agitation,0,0.0
triage,triage_chief_palpitations,0,0.0
triage,triage_esi,0,0.0
triage,triage_gcs,0,0.0
triage,triage_glucose_above_140,0,0.0
triage,triage_heart_rate,0,0.0
triage,triage_hr_above_120,0,0.0
triage,triage_lab_anion_gap,0,0.0
triage,triage_lab_glucose,0,0.0
triage,triage_lab_hemoglobin,0,0.0
triage,triage_lab_ph,0,0.0
triage,triage_lab_potassium,0,0.0
triage,triage_lab_sodium,0,0.0
triage,triage_mh_cardiac,0,0.0
triage,triage_mh_psych,0,0.0
triage,triage_mh_pulm,0,0.0
triage,triage_mh_renal,0,0.0
triage,triage_mh_substance_use,0,0.0
triage,triage_mode_of_arrival,0,0.0
triage,triage_pain_scale,0,0.0
triage,triage_ph_above_735,0,0.0
triage,triage_race_ethnicity,0,0.0
triage,triage_respiratory_rate,0,0.0
triage,triage_sex_gender,0,0.0
triage,triage_snapshot.diastolic_bp,0,0.0
triage,triage_snapshot.oxygen_saturation,0,0.0
triage,triage_snapshot.systolic_bp,0,0.0
triage,triage_supplemental_oxygen,0,0.0
triage,triage_sympathomimetic_combo,0,0.0
triage,triage_temp_above_38,0,0.0
triage,triage_temperature_c,0,0.0
fourh,xmod_hr_crit_to_benzo_min,120,0.8633093525179856
fourh,ed_course_reassessment_4h.cpk_4h,64,0.460431654676259
fourh,ed_course_reassessment_4h.lactate_4h,64,0.460431654676259
fourh,ed_course_reassessment_4h.troponin_4h,64,0.460431654676259
fourh,ed_course_reassessment_4h.vbg_ph_4h,64,0.460431654676259
fourh,cand_log_onset,30,0.2158273381294964
fourh,cand_onset_x_hr,30,0.2158273381294964
fourh,cand_onset_x_news,30,0.2158273381294964
fourh,note_onset_minutes,30,0.2158273381294964
fourh,xmod_first_lab_to_first_itv_min,29,0.20863309352517986
fourh,lts_bmp_bicarb_delta,22,0.15827338129496402
fourh,lts_bmp_bicarb_first_minute,22,0.15827338129496402
fourh,lts_bmp_bicarb_first_value,22,0.15827338129496402
fourh,lts_bmp_bicarb_last_minute,22,0.15827338129496402
fourh,lts_bmp_bicarb_last_value,22,0.15827338129496402
fourh,lts_bmp_bicarb_max_minute,22,0.15827338129496402
fourh,lts_bmp_bicarb_max_value,22,0.15827338129496402
fourh,lts_bmp_bicarb_n_draws,22,0.15827338129496402
fourh,lts_bmp_bicarb_pct_change,22,0.15827338129496402
fourh,lts_bmp_potassium_delta,22,0.15827338129496402
fourh,lts_bmp_potassium_first_minute,22,0.15827338129496402
fourh,lts_bmp_potassium_first_value,22,0.15827338129496402
fourh,lts_bmp_potassium_last_minute,22,0.15827338129496402
fourh,lts_bmp_potassium_last_value,22,0.15827338129496402
fourh,lts_bmp_potassium_max_minute,22,0.15827338129496402
fourh,lts_bmp_potassium_max_value,22,0.15827338129496402
fourh,lts_bmp_potassium_n_draws,22,0.15827338129496402
fourh,lts_bmp_potassium_pct_change,22,0.15827338129496402
fourh,lts_bmp_sodium_delta,22,0.15827338129496402
fourh,lts_bmp_sodium_first_minute,22,0.15827338129496402
fourh,lts_bmp_sodium_first_value,22,0.15827338129496402
fourh,lts_bmp_sodium_last_minute,22,0.15827338129496402
fourh,lts_bmp_sodium_last_value,22,0.15827338129496402
fourh,lts_bmp_sodium_max_minute,22,0.15827338129496402
fourh,lts_bmp_sodium_max_value,22,0.15827338129496402
fourh,lts_bmp_sodium_n_draws,22,0.15827338129496402
fourh,lts_bmp_sodium_pct_change,22,0.15827338129496402
fourh,lts_cbc_wbc_delta,22,0.15827338129496402
fourh,lts_cbc_wbc_first_minute,22,0.15827338129496402
fourh,lts_cbc_wbc_first_value,22,0.15827338129496402
fourh,lts_cbc_wbc_last_minute,22,0.15827338129496402
fourh,lts_cbc_wbc_last_value,22,0.15827338129496402
fourh,lts_cbc_wbc_max_minute,22,0.15827338129496402
fourh,lts_cbc_wbc_max_value,22,0.15827338129496402
fourh,lts_cbc_wbc_n_draws,22,0.15827338129496402
fourh,lts_cbc_wbc_pct_change,22,0.15827338129496402
fourh,lts_cpk_delta,22,0.15827338129496402
fourh,lts_cpk_first_minute,22,0.15827338129496402
fourh,lts_cpk_first_value,22,0.15827338129496402
fourh,lts_cpk_last_minute,22,0.15827338129496402
fourh,lts_cpk_last_value,22,0.15827338129496402
fourh,lts_cpk_max_minute,22,0.15827338129496402
fourh,lts_cpk_max_value,22,0.15827338129496402
fourh,lts_cpk_n_draws,22,0.15827338129496402
fourh,lts_cpk_pct_change,22,0.15827338129496402
fourh,lts_crp_delta,22,0.15827338129496402
fourh,lts_crp_first_minute,22,0.15827338129496402
fourh,lts_crp_first_value,22,0.15827338129496402
fourh,lts_crp_last_minute,22,0.15827338129496402
fourh,lts_crp_last_value,22,0.15827338129496402
fourh,lts_crp_max_minute,22,0.15827338129496402
fourh,lts_crp_max_value,22,0.15827338129496402
fourh,lts_crp_n_draws,22,0.15827338129496402
fourh,lts_crp_pct_change,22,0.15827338129496402
fourh,lts_esr_delta,22,0.15827338129496402
fourh,lts_esr_first_minute,22,0.15827338129496402
fourh,lts_esr_first_value,22,0.15827338129496402
fourh,lts_esr_last_minute,22,0.15827338129496402
fourh,lts_esr_last_value,22,0.15827338129496402
fourh,lts_esr_max_minute,22,0.15827338129496402
fourh,lts_esr_max_value,22,0.15827338129496402
fourh,lts_esr_n_draws,22,0.15827338129496402
fourh,lts_esr_pct_change,22,0.15827338129496402
fourh,lts_lactate_delta,22,0.15827338129496402
fourh,lts_lactate_first_minute,22,0.15827338129496402
fourh,lts_lactate_first_value,22,0.15827338129496402
fourh,lts_lactate_last_minute,22,0.15827338129496402
fourh,lts_lactate_last_value,22,0.15827338129496402
fourh,lts_lactate_max_minute,22,0.15827338129496402
fourh,lts_lactate_max_value,22,0.15827338129496402
fourh,lts_lactate_n_draws,22,0.15827338129496402
fourh,lts_lactate_pct_change,22,0.15827338129496402
fourh,lts_lft_ast_delta,22,0.15827338129496402
fourh,lts_lft_ast_first_minute,22,0.15827338129496402
fourh,lts_lft_ast_first_value,22,0.15827338129496402
fourh,lts_lft_ast_last_minute,22,0.15827338129496402
fourh,lts_lft_ast_last_value,22,0.15827338129496402
fourh,lts_lft_ast_max_minute,22,0.15827338129496402
fourh,lts_lft_ast_max_value,22,0.15827338129496402
fourh,lts_lft_ast_n_draws,22,0.15827338129496402
fourh,lts_lft_ast_pct_change,22,0.15827338129496402
fourh,lts_poct_glucose_delta,22,0.15827338129496402
fourh,lts_poct_glucose_first_minute,22,0.15827338129496402
